Employe_num,full_name,gender,location_id,jobtitle_id,age,age_group,lengthservice_year,absent_hour
6444,Lisa Anderson,Female,loc124,jbt15,20,20's,2,0
6445,Jeffrey Haggard,Male,loc232,jbt41,26,20's,3,0
6446,Linda Heffington,Female,loc232,jbt41,34,30's,5,2
6447,Bobby Welke,Male,loc215,jbt15,28,20's,3,0
6448,Hazel Hatch,Female,loc31,jbt15,60,60's,5,193
6449,Woodrow Adams,Male,loc173,jbt41,49,40's,4,77
6450,Orville Steil,Male,loc209,jbt15,48,40's,3,111
6451,Bertha Coppedge,Female,loc214,jbt15,41,40's,2,98
6452,Margaret Weaver,Female,loc244,jbt8,51,50's,5,152
6453,Sarita Hendricks,Female,loc236,jbt5,34,30's,4,48
6454,Maria Nance,Female,loc54,jbt41,38,30's,4,36
6455,Marilyn Jamison,Female,loc148,jbt15,48,40's,5,87
6456,James Beaumont,Male,loc75,jbt5,34,30's,4,41
6457,Caron Ramirez,Female,loc215,jbt15,40,40's,4,58
6458,Aubrey Burns,Female,loc62,jbt8,43,40's,3,108
6459,Stephen Bailey,Male,loc148,jbt15,51,50's,4,94
6460,Marion Ruiz,Female,loc55,jbt15,37,30's,4,28
6461,Tanya Knox,Female,loc148,jbt15,32,30's,2,26
6462,Linwood Thornton,Male,loc202,jbt15,41,40's,6,16
6463,Mark Hunt,Male,loc148,jbt15,43,40's,6,28
6464,Emily Richmond,Female,loc83,jbt8,35,30's,6,52
6465,Craig Cutrer,Male,loc112,jbt15,34,30's,1,14
6466,Virginia Gandy,Female,loc244,jbt8,33,30's,5,0
6467,Debbra Cox,Female,loc5,jbt5,39,30's,5,50
6468,Hector Richter,Male,loc232,jbt41,30,30's,6,15
6469,David Frazier,Male,loc232,jbt41,51,50's,4,89
6470,Iris Tomlin,Female,loc232,jbt41,29,20's,5,47
6471,James Sabella,Male,loc232,jbt41,41,40's,6,29
6472,Robin Calderon,Female,loc148,jbt15,38,30's,6,9
6473,Ronnie Kelley,Male,loc187,jbt15,56,50's,3,72
6474,William Lehman,Male,loc251,jbt5,60,60's,4,148
6475,Allison Mills,Female,loc221,jbt8,49,40's,3,96
6476,Raymond Chamberlain,Male,loc232,jbt41,45,40's,2,105
6477,Linda Robinson,Female,loc54,jbt41,44,40's,6,107
6478,Clark Shook,Male,loc243,jbt41,56,50's,4,110
6479,Carla Martinez,Female,loc232,jbt41,39,30's,4,36
6480,Betty Brown,Female,loc232,jbt41,32,30's,4,2
6481,Brian Patterson,Male,loc232,jbt41,33,30's,5,30
6482,James Stults,Male,loc232,jbt41,44,40's,5,45
6483,Joseph Young,Male,loc168,jbt41,45,40's,3,110
6484,Carole Stoney,Female,loc232,jbt41,33,30's,5,22
6485,Courtney Richardson,Male,loc236,jbt5,34,30's,6,52
6486,Patricia Looney,Female,loc150,jbt41,31,30's,3,0
6487,John Polen,Male,loc46,jbt41,43,40's,4,70
6488,Charlotte Lee,Female,loc67,jbt8,55,50's,4,152
6489,Lupe Winston,Female,loc232,jbt41,54,50's,2,199
6490,Leroy Clower,Male,loc147,jbt5,55,50's,5,127
6491,Stephen Waggoner,Male,loc232,jbt41,60,60's,5,127
6492,Jose Williams,Male,loc215,jbt15,33,30's,2,52
6493,Raul Spears,Male,loc148,jbt15,46,40's,5,67
6494,Theresa Gibbs,Female,loc232,jbt41,59,50's,9,206
6495,Pauline Phipps,Female,loc17,jbt41,33,30's,4,0
6496,Samuel Stevens,Male,loc57,jbt5,43,40's,5,53
6497,Laura Silveira,Female,loc232,jbt41,43,40's,3,83
6498,Roland Haynes,Male,loc236,jbt5,49,40's,6,60
6499,James Hay,Male,loc232,jbt41,33,30's,4,21
6500,Linda King,Female,loc232,jbt41,48,40's,3,144
6501,Elizabeth Wright,Female,loc232,jbt41,49,40's,3,114
6502,Josephine McElroy,Female,loc148,jbt15,40,40's,7,69
6503,Brandon Kovar,Male,loc232,jbt41,31,30's,5,29
6504,Jane Sweet,Female,loc113,jbt5,25,20's,5,0
6505,Cynthia Hamrick,Female,loc79,jbt15,53,50's,4,117
6506,Lucille Bryant,Female,loc1,jbt5,30,30's,4,31
6507,Anthony Cato,Male,loc148,jbt15,33,30's,6,37
6508,Herbert Barnes,Male,loc215,jbt15,60,60's,5,164
6509,Marc Strom,Male,loc174,jbt41,55,50's,4,117
6510,Joel Ward,Male,loc38,jbt15,36,30's,3,26
6511,Tyler Campbell,Male,loc232,jbt41,49,40's,6,102
6512,John Holland,Male,loc232,jbt41,44,40's,1,58
6513,Terry Rivera,Male,loc5,jbt5,48,40's,5,86
6514,Diana Blecha,Female,loc177,jbt5,28,20's,5,0
6515,Terrell Bruce,Male,loc219,jbt15,30,30's,5,0
6516,Magaret McNish,Female,loc236,jbt5,34,30's,3,0
6517,Waylon Hoffman,Male,loc236,jbt5,65,60's,6,147
6518,Stephen Taylor,Female,loc95,jbt8,35,30's,4,26
6519,David Hyder,Male,loc148,jbt15,36,30's,5,13
6520,James Evans,Male,loc232,jbt41,30,30's,4,0
6521,Sylvia Hohn,Female,loc85,jbt5,28,20's,5,29
6522,Perry Hernandez,Male,loc187,jbt15,39,30's,3,20
6523,Robin Kaplan,Male,loc75,jbt15,55,50's,6,122
6524,Robin Guarino,Female,loc232,jbt41,33,30's,7,37
6525,Kathleen Fuller,Female,loc56,jbt41,36,30's,3,29
6526,Irving Wolfe,Male,loc34,jbt15,33,30's,2,0
6527,Virginia Lucas,Female,loc147,jbt5,29,20's,6,0
6528,Shawn Lunn,Male,loc236,jbt5,47,40's,4,42
6529,James Cummings,Male,loc148,jbt15,30,30's,3,0
6530,Marvin McKenzie,Male,loc146,jbt41,52,50's,2,115
6531,Adriana Lindstrom,Female,loc67,jbt8,50,50's,1,126
6532,Marion Daniels,Male,loc31,jbt15,21,20's,3,0
6533,Laurie Christofferso,Female,loc232,jbt41,40,40's,2,23
6534,Andrew Westberry,Male,loc41,jbt5,47,40's,3,71
6535,Robert Ayala,Male,loc96,jbt5,36,30's,4,47
6536,Kathy Garcia,Female,loc232,jbt41,51,50's,3,122
6537,Chandra Wells,Female,loc235,jbt8,44,40's,2,136
6538,Delmer Taylor,Male,loc232,jbt41,37,30's,4,0
6539,Edwina Saxton,Female,loc166,jbt15,39,30's,3,44
6540,Janelle Martin,Female,loc128,jbt15,40,40's,7,45
6541,Shawn Weinstein,Male,loc148,jbt15,51,50's,4,97
6542,Samantha Carrozza,Female,loc232,jbt41,30,30's,2,1
6543,Vaughn Simon,Male,loc57,jbt5,57,50's,4,127
6544,Adam Dryer,Male,loc236,jbt5,50,50's,5,87
6545,Clifford Schreffler,Male,loc35,jbt41,45,40's,5,63
6546,George Snider,Male,loc203,jbt15,49,40's,3,115
6547,Sylvia Faulkner,Female,loc35,jbt41,27,20's,2,0
6548,Paul Client,Male,loc232,jbt41,29,20's,3,0
6549,Rosa Simmons,Female,loc155,jbt8,35,30's,3,27
6550,Mathew Dobbs,Male,loc232,jbt41,50,50's,5,121
6551,Jerry Gonzalez,Male,loc146,jbt41,44,40's,5,63
6552,Wanda Oyer,Female,loc148,jbt15,35,30's,2,1
6553,Theresa Johnson,Female,loc236,jbt15,27,20's,3,0
6554,Mark Santos,Male,loc20,jbt8,44,40's,1,35
6555,Beverly Brown,Female,loc232,jbt41,44,40's,5,96
6556,Robert Campbell,Male,loc197,jbt15,49,40's,6,35
6557,Belkis Gamble,Female,loc99,jbt8,53,50's,3,77
6558,Emma Meehan,Female,loc215,jbt15,43,40's,5,79
6559,Ashley Erikson,Female,loc57,jbt5,58,50's,3,152
6560,Charles Jacques,Male,loc46,jbt41,40,40's,3,55
6561,Debbie Herrera,Female,loc232,jbt41,43,40's,3,135
6562,Julius Read,Male,loc243,jbt41,36,30's,4,28
6563,Diana Innocent,Female,loc99,jbt8,57,50's,5,131
6564,Eileen Vargas,Female,loc81,jbt15,40,40's,3,48
6565,Melvin Sanford,Male,loc203,jbt15,17,<20's,0,0
6566,Eric Addis,Male,loc152,jbt41,38,30's,5,0
6567,Lashawnda Lesko,Female,loc146,jbt41,33,30's,5,36
6568,Joan Say,Female,loc232,jbt41,46,40's,5,44
6569,Lorene Versace,Female,loc148,jbt15,56,50's,7,159
6570,Frank Boyd,Male,loc236,jbt15,45,40's,4,82
6571,Michael Savarese,Male,loc232,jbt41,51,50's,0,105
6572,Charles Palmer,Male,loc232,jbt41,57,50's,3,101
6573,Kate Holmes,Female,loc146,jbt41,41,40's,4,30
6574,Edgar Waters,Male,loc31,jbt15,41,40's,6,79
6575,Marie Labrecque,Female,loc232,jbt41,48,40's,4,69
6576,Christopher Schmidt,Male,loc148,jbt15,60,60's,4,126
6577,Jerry Hines,Male,loc232,jbt41,43,40's,5,47
6578,Elton Anderson,Male,loc232,jbt41,42,40's,3,51
6579,Annie Silvey,Female,loc187,jbt15,28,20's,3,13
6580,Elizabeth Hicks,Female,loc57,jbt5,40,40's,6,66
6581,Chad Weber,Male,loc236,jbt15,59,50's,5,78
6582,Lisa Westerlund,Female,loc232,jbt41,35,30's,4,26
6583,Rhonda Sullivan,Female,loc232,jbt41,52,50's,3,137
6584,Russell Helms,Male,loc54,jbt41,40,40's,5,46
6585,Jamie Ruiz,Female,loc31,jbt15,38,30's,3,0
6586,Cara Stewart,Female,loc232,jbt41,56,50's,4,159
6587,Debra Gholson,Female,loc81,jbt15,51,50's,5,125
6588,Deborah Martello,Female,loc148,jbt15,52,50's,2,122
6589,Amy Miller,Female,loc236,jbt15,25,20's,5,0
6590,Clara Otto,Female,loc5,jbt15,55,50's,4,123
6591,David Long,Male,loc232,jbt41,43,40's,4,90
6592,Donald Painter,Male,loc232,jbt41,32,30's,1,14
6593,Corey Roberts,Male,loc1,jbt5,34,30's,4,36
6594,Eden Landry,Female,loc39,jbt15,45,40's,4,73
6595,Lida Sealy,Female,loc232,jbt41,28,20's,3,32
6596,Randy Yon,Male,loc95,jbt8,46,40's,5,50
6597,John Lawrence,Male,loc148,jbt5,48,40's,3,94
6598,Lisa Rawlins,Female,loc5,jbt15,37,30's,4,89
6599,Robert Robinson,Male,loc232,jbt41,39,30's,5,25
6600,Mary Henry,Female,loc148,jbt15,59,50's,2,170
6601,Eddie Takacs,Male,loc236,jbt15,39,30's,2,17
6602,Diane Conner,Female,loc232,jbt41,53,50's,4,144
6603,John English,Male,loc31,jbt15,34,30's,3,11
6604,William Hanson,Male,loc67,jbt8,49,40's,4,103
6605,Frank Hensley,Male,loc232,jbt41,45,40's,6,73
6606,Richard Landry,Male,loc5,jbt15,35,30's,3,0
6607,Patsy Moore,Female,loc166,jbt15,23,20's,4,0
6608,Nancy Johnson,Female,loc31,jbt15,19,<20's,3,0
6609,Donna Noonan,Female,loc232,jbt41,56,50's,4,122
6610,Robert Lowe,Male,loc125,jbt15,42,40's,4,14
6611,Mary Grossman,Female,loc1,jbt5,28,20's,6,0
6612,Harry Sanders,Male,loc236,jbt15,39,30's,6,52
6613,George Chapman,Male,loc232,jbt41,38,30's,5,96
6614,Crystal Dickey,Female,loc179,jbt8,46,40's,4,136
6615,Bryan Johnson,Male,loc236,jbt15,36,30's,3,0
6616,Sarah Drum,Female,loc79,jbt41,18,<20's,5,0
6617,Maria Eisen,Female,loc33,jbt8,39,30's,5,27
6618,Linda Frazier,Female,loc236,jbt15,23,20's,6,0
6619,Armando Charles,Male,loc121,jbt15,36,30's,2,0
6620,William Lee,Male,loc232,jbt8,48,40's,4,94
6621,Stephanie Gambrel,Female,loc64,jbt8,23,20's,5,0
6622,Deborah Frates,Female,loc166,jbt15,37,30's,4,82
6623,Lorna Trevino,Female,loc243,jbt41,40,40's,1,47
6624,Peter Elmore,Male,loc148,jbt15,38,30's,3,0
6625,Jacob Perez,Male,loc116,jbt5,59,50's,4,98
6626,Stefanie Harder,Female,loc235,jbt8,53,50's,3,175
6627,Brenda Hampton,Female,loc236,jbt15,26,20's,2,0
6628,Jason Walden,Male,loc152,jbt41,41,40's,4,42
6629,Nancy Cohan,Female,loc84,jbt15,41,40's,3,57
6630,Betty Matta,Female,loc79,jbt41,49,40's,7,119
6631,Emily Modlin,Female,loc33,jbt8,38,30's,7,55
6632,Lisa Jacobs,Female,loc179,jbt8,37,30's,5,45
6633,Jean Chappell,Female,loc215,jbt41,49,40's,6,75
6634,Jeff Clark,Male,loc221,jbt8,35,30's,4,63
6635,Samuel Renzi,Male,loc170,jbt8,28,20's,4,0
6636,Denise Shingleton,Female,loc58,jbt5,44,40's,6,69
6637,Charles Fromm,Male,loc170,jbt8,34,30's,6,9
6638,Kathleen White,Female,loc253,jbt41,23,20's,3,15
6639,Bruce Williams,Male,loc236,jbt15,46,40's,5,90
6640,Stephanie Burke,Female,loc76,jbt15,38,30's,4,86
6641,Robert Nelson,Male,loc56,jbt41,34,30's,0,63
6642,Terry Lambert,Male,loc187,jbt15,32,30's,3,20
6643,Brooke Morgan,Female,loc213,jbt41,58,50's,5,190
6644,Stacey Davis,Female,loc170,jbt8,22,20's,3,0
6645,David Miller,Male,loc233,jbt8,46,40's,0,94
6646,Thomas Hunt,Female,loc215,jbt41,62,60's,4,227
6647,Ronald Quick,Male,loc31,jbt15,43,40's,3,44
6648,Pablo Saunders,Male,loc232,jbt8,34,30's,4,2
6649,Brian Moore,Male,loc182,jbt15,45,40's,5,103
6650,Richard McCormack,Male,loc114,jbt15,63,60's,4,123
6651,Abraham Odom,Male,loc31,jbt15,40,40's,5,86
6652,Betty Hankinson,Female,loc99,jbt8,45,40's,3,50
6653,Betty Styles,Female,loc232,jbt8,40,40's,4,70
6654,Megan Simpson,Female,loc232,jbt8,38,30's,5,76
6655,Stephanie Snowden,Female,loc148,jbt15,27,20's,3,0
6656,Walter Robinson,Male,loc148,jbt15,29,20's,4,0
6657,Lawrence Zinn,Male,loc232,jbt8,50,50's,3,66
6658,Brian Wolfe,Male,loc232,jbt8,34,30's,4,7
6659,Steven Marcum,Male,loc5,jbt15,40,40's,2,51
6660,Alexandra Wright,Female,loc232,jbt8,63,60's,7,157
6661,Dorothy Porter,Female,loc148,jbt15,42,40's,7,74
6662,Ann Young,Female,loc66,jbt8,20,20's,5,0
6663,James Wilson,Male,loc223,jbt41,45,40's,5,54
6664,Terri Joseph,Female,loc25,jbt8,36,30's,5,40
6665,James McGinnis,Male,loc232,jbt8,37,30's,2,29
6666,Christopher Chambers,Male,loc232,jbt8,36,30's,5,30
6667,Wayne Pineda,Male,loc112,jbt15,47,40's,4,51
6668,Kathleen Dalke,Female,loc232,jbt8,60,60's,4,175
6669,Cindy Rucker,Female,loc223,jbt41,44,40's,3,104
6670,Bertha Light,Female,loc241,jbt15,48,40's,5,124
6671,Michael Winter,Male,loc242,jbt8,31,30's,5,0
6672,Irma Creamer,Female,loc236,jbt15,35,30's,4,30
6673,Joel Shortridge,Male,loc146,jbt41,50,50's,5,122
6674,Danny Ramos,Male,loc166,jbt15,35,30's,3,29
6675,Robert Coffman,Male,loc112,jbt15,67,60's,6,172
6676,Susanne Colston,Female,loc56,jbt41,37,30's,2,35
6677,Felipe Richards,Male,loc232,jbt8,48,40's,5,90
6678,Fannie White,Female,loc79,jbt41,26,20's,5,0
6679,Cherie Cumberbatch,Female,loc232,jbt8,51,50's,3,85
6680,Jessica Carrillo,Female,loc148,jbt15,42,40's,5,60
6681,Kevin Horn,Male,loc31,jbt15,40,40's,4,50
6682,Joshua Lopez,Male,loc166,jbt15,30,30's,3,22
6683,James Winters,Male,loc31,jbt15,40,40's,2,24
6684,Timothy Herron,Male,loc173,jbt41,36,30's,4,5
6685,Sabrina Lemaster,Female,loc132,jbt8,24,20's,4,35
6686,Leah Markle,Female,loc79,jbt41,43,40's,4,51
6687,Gregory To,Male,loc232,jbt8,64,60's,4,140
6688,Maria Long,Female,loc114,jbt15,55,50's,3,129
6689,Frances Trueblood,Female,loc147,jbt5,55,50's,4,136
6690,Rose Stein,Female,loc215,jbt41,40,40's,4,44
6691,Joy Barnes,Female,loc112,jbt15,43,40's,5,93
6692,Armando Moseley,Male,loc206,jbt8,47,40's,0,70
6693,Kimberly Cantu,Female,loc125,jbt41,36,30's,4,28
6694,Alvin Colwell,Male,loc152,jbt41,44,40's,5,67
6695,Cecil Henderson,Male,loc232,jbt8,28,20's,3,29
6696,Thomas Diaz,Male,loc148,jbt15,54,50's,2,158
6697,Jorge Miller,Male,loc31,jbt15,30,30's,7,0
6698,Francis Dilworth,Male,loc232,jbt8,52,50's,3,97
6699,Mary Taube,Female,loc87,jbt15,55,50's,4,181
6700,Lester Dunigan,Male,loc179,jbt8,51,50's,5,76
6701,Alice Spradlin,Female,loc232,jbt8,42,40's,6,80
6702,Lupe Burdett,Female,loc236,jbt15,26,20's,4,0
6703,Alice Madrid,Female,loc232,jbt8,41,40's,1,77
6704,Roseanne Denton,Female,loc81,jbt15,35,30's,5,40
6705,Debra Truesdale,Female,loc236,jbt15,41,40's,3,105
6706,Elsie Saunders,Female,loc232,jbt8,45,40's,2,78
6707,John Stephens,Male,loc236,jbt15,42,40's,7,64
6708,David Johnson,Male,loc242,jbt8,39,30's,6,72
6709,April Hart,Female,loc148,jbt15,34,30's,5,10
6710,Julius Ford,Male,loc183,jbt41,49,40's,0,109
6711,Monroe Abbott,Male,loc210,jbt15,62,60's,4,163
6712,Gloria Nelson,Female,loc187,jbt15,42,40's,2,57
6713,Linda Bennett,Female,loc168,jbt41,36,30's,2,92
6714,Loraine Robbins,Female,loc232,jbt8,46,40's,4,139
6715,Fred Pierce,Male,loc236,jbt15,38,30's,4,31
6716,Phillip Foster,Male,loc148,jbt5,45,40's,7,93
6717,Chong Sword,Female,loc244,jbt8,41,40's,3,71
6718,Marsha White,Female,loc148,jbt15,43,40's,5,71
6719,Ruth Smith,Female,loc236,jbt15,44,40's,4,89
6720,Jeffrey Villareal,Male,loc215,jbt41,47,40's,1,48
6721,Allen James,Male,loc125,jbt41,29,20's,6,0
6722,Kevin Shaw,Male,loc236,jbt15,47,40's,3,46
6723,Janet Kirkpatrick,Female,loc179,jbt8,26,20's,2,0
6724,Michael Locklear,Male,loc232,jbt8,46,40's,2,44
6725,Jacqueline Novak,Female,loc215,jbt41,30,30's,2,53
6726,Susana Thompson,Female,loc232,jbt8,55,50's,3,135
6727,Kimberly Power,Female,loc236,jbt15,32,30's,3,29
6728,Bessie Harris,Female,loc148,jbt15,42,40's,3,21
6729,Leslie Astle,Female,loc215,jbt41,39,30's,3,28
6730,Debbie Hamilton,Female,loc166,jbt41,34,30's,1,61
6731,Tammi French,Female,loc1,jbt5,38,30's,4,12
6732,Donna Truby,Female,loc187,jbt15,35,30's,5,62
6733,Natalie Obrien,Female,loc125,jbt41,44,40's,3,83
6734,Stephanie Borrero,Female,loc31,jbt15,68,60's,5,259
6735,James Howard,Male,loc179,jbt8,47,40's,7,71
6736,Pam Barker,Female,loc236,jbt15,47,40's,3,77
6737,Jerome West,Male,loc151,jbt15,32,30's,4,0
6738,Brenda Howell,Female,loc232,jbt8,37,30's,6,27
6739,Victor Ziegler,Male,loc99,jbt8,42,40's,3,50
6740,Louise Stallings,Female,loc148,jbt15,46,40's,4,85
6741,Annie Henderson,Female,loc38,jbt15,52,50's,6,143
6742,Phyllis Lawrence,Female,loc148,jbt15,32,30's,4,12
6743,Russell Baker,Male,loc1,jbt5,37,30's,2,28
6744,Jeffrey Mauro,Male,loc232,jbt8,32,30's,4,28
6745,Fay Heath,Female,loc173,jbt41,63,60's,4,196
6746,Rickey Christiansen,Male,loc232,jbt8,37,30's,4,22
6747,Sara McCoy,Female,loc173,jbt41,34,30's,4,21
6748,Willie Thomas,Male,loc236,jbt15,48,40's,5,88
6749,Nicole Berman,Female,loc112,jbt41,34,30's,3,43
6750,Carol Lemieux,Female,loc224,jbt8,40,40's,4,35
6751,Nellie Medina,Female,loc105,jbt41,32,30's,4,15
6752,Mary Gamble,Female,loc232,jbt8,19,<20's,6,0
6753,Lawrence Nguyen,Male,loc148,jbt15,32,30's,7,0
6754,Joseph Williams,Male,loc232,jbt8,39,30's,3,3
6755,Kenny Murphy,Male,loc57,jbt15,47,40's,4,74
6756,Neal Price,Male,loc232,jbt8,45,40's,5,44
6757,Tammy Dunn,Female,loc148,jbt5,43,40's,7,63
6758,Hershel Chu,Male,loc232,jbt8,36,30's,3,84
6759,Ethan Silvia,Male,loc232,jbt8,38,30's,4,18
6760,Jerry Stewart,Male,loc229,jbt15,43,40's,3,80
6761,Lewis Maples,Male,loc46,jbt41,37,30's,3,30
6762,John Laverty,Male,loc232,jbt8,50,50's,4,141
6763,David Reynolds,Male,loc148,jbt15,48,40's,2,94
6764,Joann Davis,Female,loc247,jbt41,33,30's,5,47
6765,Kim Young,Female,loc31,jbt15,59,50's,4,144
6766,Patricia Martin,Female,loc232,jbt8,24,20's,4,0
6767,Michael Castaneda,Male,loc146,jbt41,40,40's,4,80
6768,Sandra Farrar,Female,loc146,jbt41,38,30's,1,46
6769,Mary Lee,Female,loc215,jbt41,72,70's,4,236
6770,Scott Franks,Male,loc247,jbt41,50,50's,5,108
6771,Corinna West,Female,loc232,jbt8,51,50's,4,134
6772,Judy Walker,Female,loc78,jbt41,30,30's,3,40
6773,Opal Wolfe,Female,loc246,jbt41,44,40's,3,101
6774,Judith Coats,Female,loc46,jbt41,50,50's,5,157
6775,David Evans,Male,loc235,jbt8,37,30's,3,13
6776,Trina White,Female,loc152,jbt41,26,20's,4,29
6777,Raymond Johnson,Male,loc215,jbt41,36,30's,8,48
6778,Jeannine Troutman,Female,loc232,jbt8,37,30's,5,30
6779,Armando Hoffer,Male,loc185,jbt15,33,30's,4,0
6780,Michael Swain,Male,loc100,jbt8,44,40's,6,75
6781,Francis Henderson,Male,loc148,jbt15,44,40's,2,96
6782,Jason Kinney,Male,loc232,jbt8,42,40's,3,56
6783,Eli Gott,Male,loc232,jbt8,46,40's,3,98
6784,Jeanette Parrish,Female,loc232,jbt8,46,40's,3,83
6785,John Presley,Male,loc232,jbt8,32,30's,6,0
6786,Robert Hardin,Male,loc184,jbt8,40,40's,3,46
6787,Freda Allen,Female,loc139,jbt41,33,30's,4,45
6788,Cheryl Gengler,Female,loc42,jbt8,25,20's,2,0
6789,David Vasquez,Male,loc223,jbt41,45,40's,3,76
6790,David High,Male,loc139,jbt41,31,30's,3,17
6791,John Goldberg,Male,loc232,jbt8,57,50's,3,139
6792,Norman Tucker,Male,loc232,jbt8,36,30's,4,19
6793,Emmett Basil,Male,loc236,jbt15,46,40's,7,83
6794,Tony Short,Male,loc81,jbt15,39,30's,3,0
6795,Kevin Scheffel,Male,loc135,jbt41,31,30's,3,0
6796,Kurt Vereen,Male,loc232,jbt8,43,40's,5,73
6797,Brittany Stubbs,Female,loc187,jbt15,30,30's,1,0
6798,Naomi Scott,Female,loc247,jbt41,46,40's,4,116
6799,James Miller,Male,loc148,jbt15,43,40's,4,29
6800,Benjamin Geary,Male,loc187,jbt41,31,30's,3,0
6801,Benjamin Griffin,Male,loc187,jbt41,54,50's,2,102
6802,Barbara Yates,Female,loc236,jbt15,45,40's,3,50
6803,Pete Leach,Male,loc114,jbt41,44,40's,4,10
6804,Ellen Camp,Female,loc225,jbt15,30,30's,6,16
6805,Sherry Shockley,Female,loc15,jbt41,40,40's,3,35
6806,Michael Fraise,Male,loc236,jbt15,43,40's,3,44
6807,Elizabeth Bridwell,Female,loc33,jbt8,28,20's,3,0
6808,Betty Johnson,Female,loc225,jbt15,51,50's,3,146
6809,Lena Jun,Female,loc170,jbt8,38,30's,6,36
6810,Warren Coston,Male,loc235,jbt8,30,30's,3,0
6811,Kendall Parker,Male,loc112,jbt41,40,40's,3,23
6812,Brittney Drews,Female,loc148,jbt15,47,40's,4,50
6813,Rebecca Dale,Female,loc125,jbt41,40,40's,5,25
6814,Dorothy Fraser,Female,loc198,jbt41,32,30's,5,0
6815,Edmond Freeman,Male,loc247,jbt41,54,50's,3,82
6816,Marcia Edwards,Female,loc232,jbt8,28,20's,4,4
6817,Carol Richardson,Female,loc174,jbt41,45,40's,6,109
6818,Andrew Rhodes,Male,loc232,jbt8,39,30's,5,45
6819,Donald Hines,Male,loc46,jbt41,51,50's,4,53
6820,Mike Woodley,Male,loc232,jbt8,42,40's,4,36
6821,James Thompson,Male,loc232,jbt8,51,50's,5,131
6822,Juli Kimbrough,Female,loc148,jbt15,25,20's,6,14
6823,Rubye Guido,Female,loc225,jbt41,57,50's,3,163
6824,Mark Mumford,Male,loc114,jbt41,52,50's,5,122
6825,Bill Lopez,Male,loc179,jbt8,35,30's,1,11
6826,James Younger,Male,loc112,jbt41,50,50's,5,113
6827,Laura Crocker,Female,loc243,jbt41,35,30's,3,25
6828,Matthew Peters,Male,loc251,jbt15,55,50's,4,155
6829,Louise Backer,Female,loc31,jbt15,35,30's,0,6
6830,Judith Brigance,Female,loc5,jbt15,47,40's,4,79
6831,Brenda Hayes,Female,loc206,jbt8,34,30's,4,32
6832,Russell Phillips,Male,loc61,jbt41,48,40's,7,67
6833,Guy Harvey,Male,loc236,jbt15,50,50's,6,114
6834,Daniel Schuler,Male,loc148,jbt15,17,<20's,4,0
6835,Margie Moorer,Female,loc116,jbt15,35,30's,4,7
6836,Jordan Tamayo,Female,loc148,jbt15,31,30's,4,23
6837,Beverly Richardson,Female,loc179,jbt8,45,40's,6,65
6838,Nina Futrell,Female,loc150,jbt41,43,40's,3,92
6839,Daniel Young,Male,loc248,jbt41,42,40's,7,40
6840,Paul Moore,Male,loc84,jbt41,28,20's,6,11
6841,Frank Jones,Male,loc168,jbt41,31,30's,4,31
6842,Charlotte Mosley,Female,loc236,jbt15,30,30's,2,18
6843,Joyce Robertson,Female,loc230,jbt41,31,30's,5,27
6844,Mary Hamilton,Female,loc31,jbt15,58,50's,4,125
6845,Judy Havens,Female,loc79,jbt41,44,40's,4,80
6846,Clarence James,Male,loc1,jbt5,44,40's,1,37
6847,David Felton,Male,loc229,jbt15,36,30's,6,55
6848,James White,Male,loc232,jbt8,45,40's,7,98
6849,Brenda Miller,Female,loc187,jbt41,54,50's,3,93
6850,Doris Ketner,Female,loc203,jbt15,49,40's,3,71
6851,Pedro Blaise,Male,loc92,jbt15,55,50's,4,137
6852,Curtis Ford,Male,loc215,jbt41,47,40's,6,81
6853,Don Rose,Male,loc70,jbt8,44,40's,5,23
6854,Glen Poplin,Male,loc152,jbt41,48,40's,5,74
6855,Mickey Clarke,Female,loc236,jbt15,22,20's,3,0
6856,Nathan Horton,Male,loc148,jbt15,38,30's,1,27
6857,Tyler Padilla,Male,loc236,jbt15,46,40's,5,87
6858,George Roth,Male,loc114,jbt41,34,30's,4,51
6859,Annie Malone,Female,loc148,jbt15,36,30's,4,39
6860,Freddie Meade,Male,loc232,jbt8,39,30's,4,4
6861,Shane Campos,Male,loc232,jbt8,31,30's,6,49
6862,Stephanie Brown,Female,loc160,jbt41,48,40's,4,98
6863,Efrain Nash,Male,loc225,jbt41,51,50's,6,49
6864,Raul Epley,Male,loc255,jbt15,33,30's,6,3
6865,Mary McQuillen,Female,loc187,jbt41,37,30's,4,44
6866,Faye Hoover,Female,loc1,jbt5,43,40's,4,30
6867,James Jordan,Male,loc113,jbt15,39,30's,3,39
6868,Nathan George,Male,loc194,jbt15,39,30's,1,26
6869,Sophia Morgan,Female,loc236,jbt15,39,30's,4,27
6870,Reginald Cole,Male,loc57,jbt15,32,30's,3,7
6871,Ronald Rivera,Male,loc232,jbt8,31,30's,7,52
6872,Florence McIntire,Female,loc236,jbt15,41,40's,3,91
6873,Justin Routh,Male,loc232,jbt8,30,30's,5,18
6874,Nancy Martindale,Female,loc215,jbt41,54,50's,0,83
6875,Salvador Moore,Male,loc232,jbt8,41,40's,5,60
6876,Sharon Thomas,Female,loc10,jbt41,31,30's,3,32
6877,Bill Trego,Male,loc78,jbt41,46,40's,6,99
